addressLine1;addressLine2;size;rooms;fee;price;soldDate;lat;lng
Bårdgränd 16;Åkeshov, Stockholm;47;2;3177;2395000;2018-11-24T23:00:00.000Z;59.33859529999999;17.9293401
Lodvägen 16, 6 tr;Edsberg, Stockholm;114;4;5988;3600000;2018-11-24T23:00:00.000Z;59.4472572;17.9612363
Lillhagsvägen 10;Hagsätra, Stockholm;90;4;5819;2500000;2018-11-24T23:00:00.000Z;59.2673746;18.0116629
Kyndelsmässogränd 14, 3 tr;Midsommarkransen - Telefonplan, Stockholm;54.5;2;3977;3400000;2018-11-24T23:00:00.000Z;59.29993469999999;18.0025563
Elin Wägners Gata 13, 2 Tr;Fruängen, Stockholm;58;2;4062;2550000;2018-11-24T23:00:00.000Z;59.28440149999999;17.9715095
Igeldammsgatan 22B, 4 tr;Kungsholmen / Fridhemsplan, Stockholm;75;3;4270;6800000;2018-11-24T23:00:00.000Z;59.3373087;18.0243543
Johan Skyttes väg 189;Älvsjö - Älvsjö Centrum, Stockholm;132;5;4856;5550000;2018-11-24T23:00:00.000Z;59.27918869999999;18.004441
Voxnegränd 26, 2 tr;Bagarmossen, Stockholm;54;2;4018;2380000;2018-11-24T23:00:00.000Z;59.2732847;18.1327402
Sturegatan 19;Östermalm, Stockholm;30;1;751;3195000;2018-11-24T23:00:00.000Z;59.3417881;18.0769789
Starrängsringen 15;Östermalm, Stockholm;83;3.5;2984;6725000;2018-11-24T23:00:00.000Z;59.34396069999999;18.0868772
Sollentunavägen 297;Häggvik Strand, Stockholm;44;2;2622;2300000;2018-11-24T23:00:00.000Z;59.44994320000001;17.9295462
Fridensborgsvägen 117;Järvastaden, Stockholm;44;2;2764;2500000;2018-11-24T23:00:00.000Z;59.3824153;17.9804836
Tunnlandsvägen 85;Brommaplan, Stockholm;92;4;4144;4830000;2018-11-22T23:00:00.000Z;59.3382555;17.94007
Fridensborgsvägen 117;Järvastaden, Stockholm;69;3;3793;3600000;2018-11-24T23:00:00.000Z;59.3824153;17.9804836
Erik Tegels väg 25;Spånga - Bromsten, Stockholm;57.5;2;3589;1750000;2018-11-22T23:00:00.000Z;59.3822808;17.9115255
Anders Lundströms gata 22;Frösunda, Stockholm;117;5;6504;6075000;2018-11-24T23:00:00.000Z;59.3715425;18.0119532
Vårfruvägen 10;Nynäshamn norra, Nynäshamn;72;3;5570;1550000;2018-11-22T23:00:00.000Z;58.91427640000001;17.9477321
Sjötullstorget 14;Norrtälje Hamn, Norrtälje;90;3;4351;3550000;2018-11-24T23:00:00.000Z;59.7586246;18.7032719
Körsångarvägen 63;Skogås, Stockholm;84;3;5509;2850000;2018-11-22T23:00:00.000Z;59.2222788;18.1535013
Svartågatan 74, 1 vån;Bagarmossen, Stockholm;55;2;3902;2430000;2018-11-24T23:00:00.000Z;59.2738281;18.1374689
Stupvägen 29;Helenelund, Stockholm;78;3;4304;2300000;2018-11-22T23:00:00.000Z;59.4108702;17.9652134
Fältspatsvägen 28;Norra Lännersta, ;107;4;5085;4100000;2018-11-24T23:00:00.000Z;59.3248072;18.2753528
Trefaldighetsvägen 16A;Gribbylund, Täby;83.7;4;3213;3000000;2018-11-22T23:00:00.000Z;59.46399219999999;18.0927237
Edinsvägen 8;Ektorp, Stockholm;29.5;1.5;1589;1680000;2018-11-24T23:00:00.000Z;59.3130233;18.1957244
Fyrspannsgatan 172, 3 tr;Hässelby Strand, Stockholm;35;2;2167;1975000;2018-11-24T23:00:00.000Z;59.360716;17.8327797
Stramaljvägen 17;Riksby, Stockholm;51;2;2717;2850000;2018-11-22T23:00:00.000Z;59.33904779999999;17.9504537
Hantverkargatan 79, vån 1;Kungsholmen, Stockholm;74;3;1984;5800000;2018-11-24T23:00:00.000Z;59.3309911;18.0303638
Trädgårdsvägen 2, vån 7;Runby, Upplands Väsby;32;1;1949;1680000;2018-11-22T23:00:00.000Z;59.52080429999999;17.8923879
Frihetsvägen 13;Jakobsberg, Stockholm;57.6;2;3117;1810000;2018-11-24T23:00:00.000Z;59.418091;17.8343581
Franzéngatan 49, 2 tr;Hornsbergs Strand, Stockholm;83.5;4;3178;6200000;2018-11-22T23:00:00.000Z;59.3394487;18.0069354
Gnejsvägen 9;Sigtuna - Til, Sigtuna;99.5;4;5382;2850000;2018-11-24T23:00:00.000Z;59.620288;17.855419
Vänortsstråket 13;Tureberg, Stockholm;64;2;3170;1870000;2018-11-22T23:00:00.000Z;59.42537409999999;17.9455503
Rusthållarvägen 187;Bagarmossen, Stockholm;67;3;4622;2700000;2018-11-22T23:00:00.000Z;59.2725301;18.1370055
Gaveliusgatan 6, 3 tr;Sofia, Stockholm;35;1;1499;3025000;2018-11-24T23:00:00.000Z;59.3093785;18.0933287
Follingbogatan 26;Bromma / Beckomberga, Stockholm;48.5;2;2562;2695000;2018-11-22T23:00:00.000Z;59.35832670000001;17.9001751
Granitvägen 31 A, 3 tr;Tyresö Centrum, Stockholm;81;3;4402;1800000;2018-11-22T23:00:00.000Z;59.24145809999999;18.2184375
Sjödalsvägen 19b, 4tr;Centrala Huddinge, Stockholm;31.5;1;1924;1810000;2018-11-24T23:00:00.000Z;59.2330549;17.9882355
Mariehällstorget 7;Bromma / Annedal, Stockholm;71;3;3106;3500000;2018-11-22T23:00:00.000Z;59.361204;17.9491147
Katarina Bangata 37;Södermalm, Stockholm;89;3;6548;7850000;2018-11-22T23:00:00.000Z;59.31147619999999;18.081031
Sjöviksvägen 144, 5tr;Liljeholmskajen, Stockholm;52;2.5;3210;3900000;2018-11-24T23:00:00.000Z;59.3054412;18.0358811
Vallavägen 35;Handen, Stockholm;78;2;4442;1600000;2018-11-24T23:00:00.000Z;59.16049469999999;18.1390876
Norr Mälarstrand 94, 6 tr;Kungsholmen, Stockholm;72;3;3738;6540000;2018-11-22T23:00:00.000Z;59.33044229999999;18.0254209
Årstaskogs väg 9C, 13 TR;Årstaberg, Stockholm;46;2;2984;2825000;2018-11-22T23:00:00.000Z;59.3024704;18.033513
Soldatgatan 17;Vaxön, Vaxholm;55;2;3107;1900000;2018-11-22T23:00:00.000Z;59.4038123;18.3376606
Kruthornsvägen 26;Edsberg, Stockholm;66;3;3410;1800000;2018-11-24T23:00:00.000Z;59.4442128;17.9732034
Ölandsgatan 46, 4 tr;Södermalm SoFo, Stockholm;42;2;2799;3675000;2018-11-22T23:00:00.000Z;59.3124414;18.0809595
Sätunavägen 14B; Märsta;38.5;1;2728;1400000;2018-11-24T23:00:00.000Z;59.6291688;17.8535867
Spångavägen 42;Bromma Brommaplan, Stockholm;56;2;3870;2500000;2018-11-22T23:00:00.000Z;59.3382555;17.94007
Östgötagatan 33;Södermalm Katarina, Stockholm;72;3;2148;5500000;2018-11-22T23:00:00.000Z;59.3148556;18.0764757
Österviksbacken 6, 1Tr;Karlberga Park, Södertälje;86;3;4644;2135000;2018-11-22T23:00:00.000Z;59.2098742;17.6092586
Östermalmstorg 5, 4tr;Östermalm, Stockholm;56;2;2378;7000000;2018-11-24T23:00:00.000Z;59.3361793;18.0792961
Söderberga Allé 64, Vån 4;Söderberga Allé, Stockholm;58;2;3903;1950000;2018-11-24T23:00:00.000Z;59.3588137;17.8956755
Pilvingegatan 107;Skarpnäck, Stockholm;65.5;2.5;5188;2430000;2018-11-22T23:00:00.000Z;59.2701139;18.1275697
Cirkusgränd 5;Sollentuna Centrum, Stockholm;73;2;4986;3000000;2018-11-22T23:00:00.000Z;59.42850739999999;17.9512209
Bokstigen 4;Västerhaninge, Västerhaninge;76;3;4459;1700000;2018-11-22T23:00:00.000Z;59.1260503;18.1048346
Badstrandsvägen 27;Stora Essingen, Stockholm;40;2;2356;2680000;2018-11-24T23:00:00.000Z;59.3217026;17.9897115
Lomvägen 649, 2tr;Kärrdal, ;83;3;4243;2150000;2018-11-22T23:00:00.000Z;59.430632;17.9959298
Ringvägen 158, 3 tr; Stockholm;22;1;950;2250000;2018-11-22T23:00:00.000Z;59.30987409999999;18.087118
Thorildsvägen 5;Kungsholmen - Thorildsplan, Stockholm;56.5;2;3273;4100000;2018-11-24T23:00:00.000Z;59.33234969999999;18.0162373
Tomtebogatan 3A;Vasastan - Birkastan, Stockholm;38;1;1176;4100000;2018-11-22T23:00:00.000Z;59.34122259999999;18.036685
Blommensbergsvägen 190;Hägersten-Liljeholmen Aspudden, Stockholm;58;2;3806;3630000;2018-11-24T23:00:00.000Z;59.306335;17.9933475
Sundbybergs Torg 1J, vån 12/12;Centrala Sundbyberg, Stockholm;58;2;3747;3775000;2018-11-22T23:00:00.000Z;59.36157919999999;17.9672625
Hägerstensvägen 157;Aspudden, Stockholm;52.5;2;3170;3200000;2018-11-22T23:00:00.000Z;59.30499270000001;17.9969974
Responsgatan 5, vån 3;Telefonplan/Midsommarkransen, Stockholm;68;3;2775;4500000;2018-11-24T23:00:00.000Z;59.2989293;17.9967156
Skebokvarnsvägen 376, vån 5.;Högdalen, Stockholm;33;1;2382;1650000;2018-11-22T23:00:00.000Z;59.26274599999999;18.0413137
Skolgatan 5a;Centrala Sundbyberg, Stockholm;88;3;5771;4450000;2018-11-24T23:00:00.000Z;59.3644237;17.963143
Bondegatan 46, 2tr;Södermalm SoFo, Stockholm;34;1;2053;2830000;2018-11-22T23:00:00.000Z;59.3124414;18.0809595
Granövägen 48,5tr;Hovsjö, Södertälje;60.5;2;4698;1200000;2018-11-22T23:00:00.000Z;59.1739384;17.6048108
Ystadsvägen 67;Björkhagen, Stockholm;50;2;2821;2500000;2018-11-22T23:00:00.000Z;59.2906035;18.1107014
Visättra backe 13B;Huddinge Visättra, ;70;3;4054;2455000;2018-11-24T23:00:00.000Z;59.21545769999999;17.9589707
Vigelsjövägen 21 A;Vigelsjö, Norrtälje;60.8;2;2983;1570000;2018-11-21T23:00:00.000Z;59.7598277;18.6810634
Lagmansbacken 7,6tr;Alby, Stockholm;36;2;2250;1550000;2018-11-22T23:00:00.000Z;59.24009399999999;17.8456002
Södra Catalinagränd 15, 2tr;Hägernäs Strand, Täby;104.5;4;4937;5000000;2018-11-22T23:00:00.000Z;59.4451334;18.1335276
Dalagatan 86F;Vasastan, Stockholm;49;2;2787;4320000;2018-11-24T23:00:00.000Z;59.3464544;18.041742
Stationsgatan 23B;Centrala Märsta, Märsta;85.2;3;5349;1895000;2018-11-21T23:00:00.000Z;59.6270987;17.8489292
Sibyllegatan 50B, 1/2 tr;Östermalm, Stockholm;30;2;976;3000000;2018-11-22T23:00:00.000Z;59.3411188;18.0844131
Rämensvägen 21, 1 tr;Årsta, Stockholm;45;2;3116;2360000;2018-11-22T23:00:00.000Z;59.29572659999999;18.0474939
Falugatan 14, 1,5 tr;Röda Bergen, Stockholm;36;2;2024;3110000;2018-11-24T23:00:00.000Z;59.3438537;18.033952
Centralgatan 8;Nynäshamn, Nynäshamn;124;4;8346;2650000;2018-11-21T23:00:00.000Z;58.9034523;17.9486
Sankt Eriksgatan 57;Kungsholmen, Stockholm;33;1;1412;3030000;2018-11-22T23:00:00.000Z;59.3360572;18.0335615
Stationsvägen 5;Rönninge, Tumba;79;3;3793;2750000;2018-11-22T23:00:00.000Z;59.19475489999999;17.7499987
Byggmästarvägen 15;Abrahamsberg, Stockholm;56;3;3549;3350000;2018-11-21T23:00:00.000Z;59.3332507;17.9520099
Alpvägen 20;Mariehäll, Stockholm;74;3;4883;3570000;2018-11-24T23:00:00.000Z;59.3629347;17.9538725
Anders Reimers väg 11, 3 tr;Reimersholme, Stockholm;50;2;3421;4550000;2018-11-22T23:00:00.000Z;59.31964379999999;18.023584
Pepparvägen 64, 3 vån;Hökarängen, Stockholm;70;2.5;4200;2820000;2018-11-22T23:00:00.000Z;59.25082639999999;18.085263
Karlbergastigen 5;Karlberga Park, Södertälje;79;3;5461;2300000;2018-11-21T23:00:00.000Z;59.2100814;17.6064988
Hälsingegatan 12;Vasastan, Stockholm;104;3;6253;9575000;2018-11-22T23:00:00.000Z;59.3442316;18.0413583
Sjöbjörnsvägen 50, 1tr;Gröndal, Stockholm;58;2.5;3650;3450000;2018-11-22T23:00:00.000Z;59.3172465;18.0102768
Vadmalsvägen 46;Riksby, Stockholm;42;2;1906;2530000;2018-11-21T23:00:00.000Z;59.3407151;17.9384178
Banérgatan 50, 4 Tr;Östermalm, Stockholm;42;2;2627;4050000;2018-11-24T23:00:00.000Z;59.33858660000001;18.0963962
Hästholmsvägen 25, 9+10 tr;Saltsjöqvarn, Stockholm;124.5;4;5389;7975000;2018-11-22T23:00:00.000Z;59.3131467;18.1086694
Gustav III:s väg 25;Abrahamsberg - Bromma, Stockholm;41;2;1998;2450000;2018-11-22T23:00:00.000Z;59.33287259999999;17.9459951
Folkskolegatan 20;Hornstull, Stockholm;40;1.5;3340;3250000;2018-11-21T23:00:00.000Z;59.31630930000001;18.0304503
Fredsgatan 9A;Centrala Sundbyberg, Stockholm;112;4;6511;6200000;2018-11-24T23:00:00.000Z;59.3651686;17.9626866
Frimärksvägen 5;Svedmyra, Stockholm;45;2;2824;2460000;2018-11-22T23:00:00.000Z;59.2733168;18.0651453
Armfeltsgatan 21, 1 tr;Östermalm Nedre Gärdet, Stockholm;83;3;3881;6350000;2018-11-21T23:00:00.000Z;59.3441066;18.0905531
Bergsundsgatan 21, 6/6tr;Södermalm / Hornstull, Stockholm;36;1;2091;3575000;2018-11-22T23:00:00.000Z;59.3160164;18.0298135
Melodivägen 14;Skogås, Stockholm;47.1;1;2688;1610000;2018-11-22T23:00:00.000Z;59.21815609999999;18.1566783
Skeppargatan 4;Östermalm, Stockholm;28;1;1361;3000000;2018-11-24T23:00:00.000Z;59.33210010000001;18.0817172
Ekedalsvägen 11A. 3 tr;Jakobsberg, Stockholm;67;2;4352;1475000;2018-11-21T23:00:00.000Z;59.4281681;17.8324196
Nybohovsbacken 79, 4tr;Liljeholmen, Stockholm;76;3.5;3155;3640000;2018-11-22T23:00:00.000Z;59.308432;18.0138779
Vårfruvägen 11a; Nynäshamn;41;1;3068;1195000;2018-11-24T23:00:00.000Z;58.9149693;17.9484092
Augustendalsvägen 23;Nacka Strand, Stockholm;37;1;2255;2350000;2018-11-22T23:00:00.000Z;59.3174172;18.1616283
Sjöbjörnsvägen 15B;Gröndal, Stockholm;24;1;1523;2150000;2018-11-22T23:00:00.000Z;59.31669290000001;18.0076685
Selmedalsvägen 14;Hägersten/Axelsberg, Stockholm;81;3;3187;3850000;2018-11-21T23:00:00.000Z;59.3040323;17.9774088
Videvägen 2;Strand, Stockholm;53;2;2500;2000000;2018-11-22T23:00:00.000Z;59.2411269;18.2823429
Hamngatan 45B;Nynäshamn Centralt, Nynäshamn;73;3;4614;1700000;2018-11-24T23:00:00.000Z;58.9105034;17.9542023
Flygkårsvägen 17;Täby Hägernäs, Täby;56.2;2;3286;2300000;2018-11-22T23:00:00.000Z;59.4423429;18.125116
Kyrkogatan 9, 3tr;Centrala Sundbyberg, Stockholm;68;3;4256;4700000;2018-11-21T23:00:00.000Z;59.3651175;17.9710316
Sikrenovägen 6, 1tr;Sikreno, Stockholm;63.5;2;4632;3025000;2018-11-22T23:00:00.000Z;59.3841268;18.0438946
Siljansvägen 44;Årsta, Stockholm;44.5;2;2698;2500000;2018-11-24T23:00:00.000Z;59.29782889999999;18.0465278
Bastuhagsvägen 8, 2 tr; Stockholm;57;2;3148;2800000;2018-11-22T23:00:00.000Z;59.2780311;18.0456804
Ludvigsbergsgatan 19, 2 tr;Södermalm-Högalid, Stockholm;81;3;2347;6700000;2018-11-21T23:00:00.000Z;59.3196489;18.0539101
Liljeholmstorget 42;Liljeholmen, Stockholm;87.5;3;2308;5820000;2018-11-22T23:00:00.000Z;59.30992509999999;18.0235509
Sandfjärdsgatan 124, 11 tr;Årsta, Stockholm;77;3;4382;3100000;2018-11-22T23:00:00.000Z;59.29203459999999;18.0535499
Gullmarsvägen 66;Årsta / Gullmarsplan, Stockholm;101;4;5425;6500000;2018-11-21T23:00:00.000Z;59.30008249999999;18.0680302
Hagagatan 20, 3 tr;Vasastan, Stockholm;85;3;2582;7875000;2018-11-21T23:00:00.000Z;59.3455364;18.0516596
Sankt Eriksgatan 81, 3tr.;Vasastan - S:t Eriksplan, Stockholm;150;5;2541;15500000;2018-11-24T23:00:00.000Z;59.34024249999999;18.0366056
Selebovägen 10, 2tr;Svedmyra/Enskede, Stockholm;75;3;4437;3930000;2018-11-21T23:00:00.000Z;59.2717193;18.0675303
Björnsonsgatan 140;Bromma Blackeberg, Stockholm;71;3;3737;3650000;2018-11-22T23:00:00.000Z;59.3488461;17.8806655
Mangårdsvägen 8;Visättra, Stockholm;75;2;5802;1600000;2018-11-22T23:00:00.000Z;59.2130811;17.9487253
Tjärhovsgatan 8A;Södermalm, Stockholm;49;2;1436;4500000;2018-11-21T23:00:00.000Z;59.3149243;18.0747833
Högalidsgatan 38 B, 4tr;Hornstull, Stockholm;58;2;2442;5000000;2018-11-24T23:00:00.000Z;59.3182649;18.0371491
Kvarnbacksvägen 83;Bromma Riksby, Stockholm;73;3;3592;2920000;2018-11-22T23:00:00.000Z;59.34131739999999;17.9478544
Sturehillsvägen 22, 5tr;Liljeholmskajen, Stockholm;55;2;3480;3300000;2018-11-22T23:00:00.000Z;59.3031855;18.0317591
Erstagatan 22, 2 tr.;Katarina/Sofia, Stockholm;74;3;4125;5510000;2018-11-21T23:00:00.000Z;59.3144797;18.0898617
Karlbergsvägen 55;Birkastan, Stockholm;61;2;1628;6160000;2018-11-21T23:00:00.000Z;59.34219770000001;18.0341024
Tjärhovsgatan 50, 2 tr;Katarina, Stockholm;56;2;1615;4900000;2018-11-24T23:00:00.000Z;59.3160719;18.0839465
Kvarnbacksvägen 117;Bromma Riksby, Stockholm;53.5;2;2893;2450000;2018-11-22T23:00:00.000Z;59.3403814;17.9431085
Lillåkersvägen 21;Gångsätra, Lidingö;72.7;3;3716;3250000;2018-11-21T23:00:00.000Z;59.35268730000001;18.1556794
Lustgårdsgatan 14;Kungsholmen - Hornsbergs Strand, Stockholm;46;2;2026;3400000;2018-11-22T23:00:00.000Z;59.3404616;18.0111972
Hakeskyttvägen 17, 1 tr;Älvsjö, Stockholm;31;1.5;2400;1725000;2018-11-21T23:00:00.000Z;59.27339430000001;17.9965907
Kotkagatan 21, 2 tr;Akalla, Stockholm;73;3;4151;2100000;2018-11-24T23:00:00.000Z;59.4154388;17.9205085
Knypplerskevägen 11;Bromma Åkeshov, Stockholm;42;2;3553;2250000;2018-11-22T23:00:00.000Z;59.3397029;17.9307914
Henriksdalsringen 51, 2tr;Henriksdalsberget, Stockholm;81;3;4873;3250000;2018-11-22T23:00:00.000Z;59.3111723;18.1172153
Fridhemsgatan 10B;Kungsholmen, Stockholm;36;1;2311;3350000;2018-11-21T23:00:00.000Z;59.3304293;18.0278099
Responsgatan 5, vån 2;Telefonplan/Midsommarkransen, Stockholm;47;2;2775;3250000;2018-11-21T23:00:00.000Z;59.2988113;17.9961789
Tummelisas Gata 3, 3 tr;Bromma - Annedal, Stockholm;60;2;3833;2610000;2018-11-22T23:00:00.000Z;59.3621032;17.9486325
Farkostvägen 7;Baggeby, Lidingö;42;1;2170;2300000;2018-11-21T23:00:00.000Z;59.3541902;18.1320607
Spannarpsgränd 3, egen ingång;Östberga/Älvsjö, Stockholm;104;5;5794;3010000;2018-11-21T23:00:00.000Z;59.2895928;18.0291391
Jakobsdalsvägen 6;Aspudden/Örnsberg, Stockholm;59;2;3788;3725000;2018-11-22T23:00:00.000Z;59.30616999999999;17.9871399
Lagmansbacken 7, 6tr;Alby, Stockholm;36;2;2250;1550000;2018-11-21T23:00:00.000Z;59.24009399999999;17.8456002
Ronnebyvägen 16;Björkhagen, Stockholm;53;2;3204;3235000;2018-11-22T23:00:00.000Z;59.2951193;18.117709
Roslagsgatan 6;Vasastan, Stockholm;36;1;1336;3350000;2018-11-21T23:00:00.000Z;59.34493579999999;18.0615774
Augustendalsvägen 25;Nacka Strand, Stockholm;113;4;5876;5500000;2018-11-22T23:00:00.000Z;59.3174172;18.1616283
Marknadsvägen 247, 2½ tr;Centralt, Täby;94;4;4038;3700000;2018-11-21T23:00:00.000Z;59.44815149999999;18.0807972
Birger Jarlsgatan 123;Vasastan, Stockholm;76.5;3;2958;6700000;2018-11-22T23:00:00.000Z;59.35040650000001;18.0577419
Sverkersgatan 6;Aspudden, Stockholm;35;2;1838;2750000;2018-11-22T23:00:00.000Z;59.30711299999999;17.9970633
Ekholmsvägen 305;Skärholmen, Stockholm;54;2;2956;2200000;2018-11-21T23:00:00.000Z;59.28096649999999;17.9057592
Vitalisvägen 3;Fredhäll, Stockholm;48.5;2;2493;3530000;2018-11-21T23:00:00.000Z;59.33064299999999;18.0063781
Trädgårdsgatan 23, 3 tr;Sundbyberg , Lilla Alby, Stockholm;79;3;3962;3900000;2018-11-22T23:00:00.000Z;59.3567918;17.9687953
Vikingavägen 17;Nynäshamn Centralt, Nynäshamn;68;2;5746;1400000;2018-11-22T23:00:00.000Z;58.90767570000001;17.949673
Sleipnervägen 65;Centrala Handen, Stockholm;90.5;4;6000;1940000;2018-11-21T23:00:00.000Z;59.16271459999999;18.1446844
Östgötagatan 34;Södermalm, Stockholm;51;2;3468;4900000;2018-11-22T23:00:00.000Z;59.31293239999999;18.077218
Stjärnsundsgatan 9;Ormkärr- Hagsätra, Stockholm;75;4;3839;2210000;2018-11-21T23:00:00.000Z;59.2618577;18.004057
Fyrskeppsvägen 36, 2 tr;Kärrtorp, Stockholm;76;3.5;4733;3210000;2018-11-22T23:00:00.000Z;59.28783499999999;18.1024327
Mäster Simons Väg 11A;Ritorp / Norra Frösunda, Stockholm;76;3;4503;2850000;2018-11-21T23:00:00.000Z;59.37672509999999;18.010606
Skebokvarnsvägen 376;Högdalen, Stockholm;33;1;2383;1700000;2018-11-21T23:00:00.000Z;59.26274599999999;18.0413137
Bolmensvägen 4, 3tr;Årsta, Stockholm;47;2;2060;2830000;2018-11-22T23:00:00.000Z;59.29488189999999;18.0599603
Dalagatan 68 B, 1,5 tr;Vasastan, Stockholm;42;1;2096;3725000;2018-11-22T23:00:00.000Z;59.3441675;18.0434629
Gamla Skolvägen 30, entréplan;Saltsjöbaden, Saltsjöbaden;71;3;3524;2630000;2018-11-21T23:00:00.000Z;59.278943;18.3086402
Västra Bangatan 59D;Centrala Märsta, Märsta;42;1;2522;1100000;2018-11-22T23:00:00.000Z;59.6326352;17.8581226
Stavangergatan 40, 2tr;Husby, Stockholm;65;2;3915;1700000;2018-11-21T23:00:00.000Z;59.4138348;17.92641
Kungsholms Strand 101, vån 5;Kungsholmen, Stockholm;84;3;5335;6600000;2018-11-22T23:00:00.000Z;59.33547809999999;18.0407549
Våxtorpsgränd 6;Älvsjö/Östbergahöjden, Stockholm;83;3;4774;2300000;2018-11-20T23:00:00.000Z;59.2881838;18.0326076
Eklundshovsvägen 27C 3tr;Tullinge - Riksten, Riksten;55;2;2983;1850000;2018-11-21T23:00:00.000Z;59.1850625;17.9108665
Albatrossvägen 80, 2tr;Albatrossen - Vendelsömalm, Stockholm;63;2;3448;1630000;2018-11-22T23:00:00.000Z;59.17647770000001;18.176675
Rakveregatan 12;Märsta - Centralt, Märsta;98.5;4;5743;2390000;2018-11-21T23:00:00.000Z;59.6192189;17.8501171
Adolfsbergsvägen 24;Bromma / Mariehäll, Stockholm;94;4;4395;4100000;2018-11-22T23:00:00.000Z;59.3586976;17.9559734
Floragatan 18;Östermalm, Stockholm;67;2.5;2953;6300000;2018-11-20T23:00:00.000Z;59.3432991;18.0764837
Torsvägen 75A;Saltsjöbaden, Saltsjöbaden;64;2;3858;2900000;2018-11-21T23:00:00.000Z;59.2896939;18.2910497
Tingstorget 1 5tr;Norsborg-Alby, Stockholm;30;1;1875;1310000;2018-11-22T23:00:00.000Z;59.24016220000001;17.8461146
Mullbärsstigen 2;Kungsängen/Ekhammar, Kungsängen;84;3;3945;1950000;2018-11-21T23:00:00.000Z;59.4834171;17.7323381
Selmedalsringen 12;Aspudden / Örnsberg, Stockholm;113;4;6186;5225000;2018-11-22T23:00:00.000Z;59.3074575;17.9814386
Tornerplatsen 12;Jakobsberg, Stockholm;56.2;2;3468;2075000;2018-11-20T23:00:00.000Z;59.4229223;17.8365864
Kaskögatan 20, 4 tr;Akalla, Stockholm;87;4;5263;2300000;2018-11-22T23:00:00.000Z;59.4174459;17.9125677
Geijersvägen 22, 4 tr;Kungsholmen Thorildsplan, Stockholm;75.5;3;3604;5150000;2018-11-21T23:00:00.000Z;59.3330826;18.0126088
Soltornet 2301;Norrtälje Hamn, Norrtälje;77.5;3;4196;4055000;2018-11-21T23:00:00.000Z;59.75780089999999;18.7111756
Körsbärsparken 22-1403;Centralt, Nykvarn;75;3;4219;2850000;2018-11-20T23:00:00.000Z;59.20687;17.3967582
Vädurens Gata 226;Haninge Brandbergen, Stockholm;80;3.5;4735;1850000;2018-11-22T23:00:00.000Z;59.1686092;18.1672206
Celsiusgatan 8, 2 tr;Kungsholmen, Stockholm;43;2;2431;3830000;2018-11-22T23:00:00.000Z;59.3331477;18.0393444
Glavagatan 3 2tr;Farsta Strand, Stockholm;113;5;6798;3780000;2018-11-21T23:00:00.000Z;59.2351476;18.0992459
Solhemsvägen 9;Västerhaninge, Västerhaninge;69;2;4998;1405000;2018-11-21T23:00:00.000Z;59.11450499999999;18.1045014
Vallavägen 221, 1tr;Centrala Handen, Stockholm;48;2;3391;1550000;2018-11-20T23:00:00.000Z;59.1611577;18.1540702
Farstavägen 108A, vån 2;Farsta, Stockholm;90;4;6472;2800000;2018-11-22T23:00:00.000Z;59.2404544;18.088368
Beckomberga Ängsväg 6;Bromma / Beckomberga, Stockholm;63;2;3553;2625000;2018-11-21T23:00:00.000Z;59.3553605;17.8992091
Skepparvägen 7;NYKVARN Sundsvik, Sundsör;82;3;4578;2725000;2018-11-22T23:00:00.000Z;59.2321961;17.4284728
Gröna Gatan 14C; Södertälje;56.5;2;3512;1595000;2018-11-21T23:00:00.000Z;59.1905928;17.6232807
Palandergatan 47, 2 tr;Skärmarbrink, Stockholm;35;1;2451;2260000;2018-11-20T23:00:00.000Z;59.2954081;18.0903989
Krysshammarvägen 32;Huvudsta, Stockholm;81.6;3;3856;2900000;2018-11-21T23:00:00.000Z;59.34957230000001;17.9931367
Ribbings väg 18A;Edsberg, Stockholm;70;3;3507;2160000;2018-11-22T23:00:00.000Z;59.4454764;17.9746919
Sankt Eriksgatan 92, 1 tr;Vasastan - Sankt Eriksplan, Stockholm;26;1;1093;2550000;2018-11-22T23:00:00.000Z;59.341718;18.0384001
Ängskärsgatan 6, 4tr;Östermalm / Nedre Gärdet, Stockholm;35;2;2008;3525000;2018-11-20T23:00:00.000Z;59.3427132;18.097074
Söderbyvägen 18;Rönninge, Tumba;81;4;4407;2150000;2018-11-21T23:00:00.000Z;59.1955652;17.7559245
Hjälmvägen 13;Segeltorp, Stockholm;78;3;4524;3350000;2018-11-22T23:00:00.000Z;59.28242119999999;17.9310959
Svartviksslingan 31;Bromma / Minneberg, Stockholm;75.5;3;4064;3200000;2018-11-21T23:00:00.000Z;59.33939639999999;17.9892909
Centralvägen 5, 6 tr;Centrala Väsby, Upplands Väsby;60;2;2836;2100000;2018-11-20T23:00:00.000Z;59.5212159;17.9038227
Margreteborgsvägen 4;Silverdal, Stockholm;104;4;5505;4730000;2018-11-21T23:00:00.000Z;59.3994399;17.9844255
Månstorpsvägen 28, 2tr;Tullinge, Stockholm;55.5;2;3139;1890000;2018-11-22T23:00:00.000Z;59.2117866;17.8993439
Karlsviksgatan 18;Kungsholmen, Stockholm;36;1;913;3320000;2018-11-21T23:00:00.000Z;59.33095299999999;18.0294909
Gröndalsvägen 202;Gröndal, Stockholm;93;4;3802;5250000;2018-11-20T23:00:00.000Z;59.31537040000001;17.9888086
